bano_cuarto,bano_escalera,cocina,cuarto,entrada,escalera,estudiof,estudiot,puerta,sala,tv,vestidor,consumo,id
0,0,0,0.26,0,0,0,0,0,0,0,1,2930,32288
0,0.06,0,0.32,0.22,0.1,0.02,0.03,0.22,0.04,0.01,1,2630,32289
0,0,0,0.81,0,0,0,0,0,0,0,0,3970,32290
0,0,0,0.6,0,0,0,0,0,0,0.99,0,4160,32291
0.15,0.92,0,0.91,0,0.63,0.01,0.17,0.72,0,0.8,0.98,4050,32292
0,0.03,0,0.96,0,0,0,0,0,0,0,0.82,4710,32293
0,0,0,0.35,0,0,0,0.17,0,0,0,0,3560,32294
0,0,0,0.03,0,0,0,0,0,0,0,0,3040,32295
0,0,0,0,0,0,0,0,0,0,0.98,0.99,3830,32296
0,0,0,0.93,0,0,0.01,0.04,0,0,0,0.79,3210,32297
0,0,0,0.94,0.4,0.49,0,0,0.52,0.07,0,0,12030,32298
0,0,0,0.76,0,0,0,0,0,0,0,0,4010,32299
0,0,0,0,0,0,0,0,0,0,0,1,6820,32300
0,0,0,0.28,0,0,0,0,0,0,0.01,1,4320,32301
0,0,0,0.68,0,0,0,0,0,0,0,0.98,3690,32302
0,0.08,0.99,0.81,0,0.29,0.04,0,0.31,0.2,0.04,0.03,3310,32303
0,0,0.05,0.79,0,0.61,0.01,0,0.6,0.05,0,0,4270,32304
0,0,0,0,0,0,0,0,0,0,0,0.99,4220,32305
0,0.76,0,0.51,0,0,0,0,0,0,0,0,3045,32306
0,0.11,0.12,0.34,0,0.09,0.18,0,0.11,0.11,0.05,0,3480,32307
0,0,0,0,0,0,0,0,0,0,0.15,0,4180,32308
0,0,0,0.5,0,0,0,0.9,0,0,0,0,5445,32309
0,0,0,0,0,0,0,0,0,0,0,0.96,5460,32310
0,0,0,0.91,0,0.03,0,0,0.78,0.88,0,0,3260,32311
0,0,0,0.18,0,0,0,0,0,0,0,0.99,2470,32312
0,0,0,0.82,0,0,0,0,0,0,0,0.98,3150,32313
0,0,0,0,0,0,0,0,0,0,0,0,2260,32314
0,0,0,0,0,0,0,0,0,0,0,0,4220,32315
0,0,0,0.06,0,0,0.08,0,0.01,0,1,0,7760,32316
0,0,0,0.1,0,0,0,0,0,0,0.77,0.98,3010,32317
0,0,0,0,0,0,0,0,0,0,0.22,0.19,14240,32318
0,0,0,0,0,0,0,0,0,0,0,0.99,2060,32319
0.63,0,1,0.68,0,0.69,0.13,0,0.74,0,0.51,0.99,4660,32320
0,0,0,0,0,0,0,0,0,0,0,0,2930,32321
0,0,0,0,0,0,0,0,0,0,0,0,3960,32322
0,0,0,0.03,0,0,0,0,0,0,0.98,0.7,3160,32323
0,0,0,0,0,0,0,0.85,0,0,0.26,0,8750,32324
0,0.51,0.92,0.67,0,0.95,0.42,0,0.96,0.95,0.4,0,12490,32325
0,0,0,0,0,0,0,0,0,0,0,1,2290,32326
0,0,0,0.42,0,0,0,0,0,0,0,0.01,2880,32327
0,0,0,0,0,0,0,0,0,0,0.44,0.98,5670,32328
0,0.02,0.03,0.92,0,0.04,0,0,0.03,0.03,0,0,2740,32329
0,0,0,0,0,0,0,0,0,0,0,0,4090,32330
0,0,0,0.03,0,0,0,0,0,0,0,0,3070,32331
0,0,0,0.1,0,0,0,0,0,0,0,0,2510,32332
0,0,0,0.15,0,0,0,0,0,0,0,0,4460,32333
0,0,0,0.29,0,0,0,0,0,0,0,0,3155,32334
0.55,0,0.97,0.91,0,0.39,0,0,0.42,0,0,0,3710,32335
0,0,0,0.94,0,0,0,0,0,0,0.54,1,3030,32336
0,0,0,0.57,0,0.02,0.04,0,0,0,0.82,0,4110,32337
0,0,0,0.06,0,0,0,0,0,0,0,0,2275,32338
0,0,0,0.32,0,0,0,0,0,0,0,0.99,4270,32339
0,0,0,0.07,0,0,0,0,0,0,0,0,3330,32340
0,0,0,0,0,0,0,0.72,0,0,0,0,15040,32341
0,0,0,0.13,0,0,0,0,0,0,0,0,7490,32342
0,0,0,0.02,0,0,0,0,0,0,0,0,11240,32343
0,0,0,0.02,0,0,0,0,0,0,0,0,2970,32344
0,0,0,0.15,0,0,0,0,0,0,0,0,2930,32345
0,0,0.99,0.9,0,0,0,0,0.22,0.22,0,0,13870,32346
0.01,0.01,1,0.88,0,0.93,0.01,0,0.97,1,0.01,0,14140,32347
0.94,0,0,0.26,0,0,0,0,0,0,0.15,1,3270,32348
0,0,0,0.64,0,0,0,0,0,0,0,1,2080,32349
0,0,0,0.97,0,0,0,0,0,0,0.93,0.99,4820,32350
0,0.04,0,0.74,0,0,0.07,0,0,0,0,0,3570,32351
0,0,0.99,0.77,0,0,0,0,0.12,0.12,0,0.99,3300,32352
0,0,0,0.93,0,0,0,0,0,0,0,1,3360,32353
0,0.01,0.95,0.35,0.11,0.4,0.18,0,0.38,0.15,0.18,1,4710,32354
0,0,0,0.07,0,0,0,0,0,0,0,0,2690,32355
0,0,0,0.09,0,0,0,0,0,0,0,0,3580,32356
0,0,0,0.84,0,0,0,0,0,0,0,0,4039,32357
0,0,0.01,0,0,0.01,0.15,0.04,0.01,0,0.97,0.99,4210,32358
0,0,0.02,0.02,0.02,0.03,0.01,0,0.03,0.02,0.01,0,4240,32359
0,0,0,0.99,0,0,0,0,0,0,0.86,0.72,6575,32360
0,0,0,0,0,0,0,0,0,0,0,0,2790,32361
0,0,0,0.01,0,0,0,0,0,0,0,0.98,3370,32362
0,0,0,0.48,0.03,0.03,0,0,0.03,0,0,0,11630,32363
0,0,0,0.17,0,0,0,0,0,0,0.36,0.99,10790,32364
0,0,0,0.17,0,0,0,0,0,0,0,0,2500,32365
0,0,0,0.04,0,0.01,0,0,0,0.07,0,0,5400,32366
0,0,0,0.99,0,0,0,0,0,0,0,0.99,2370,32367
0,0,0.97,0.49,0,0.44,0,0,0.49,0,0,0,5250,32368
0,0,0,0,0,0,0,0,0,0,0.4,0.99,6580,32369
0,0,0,0.4,0,0,0.48,0,0,0,0.59,0.8,11280,32370
0,0.02,0,0.68,0,0.05,0,0.69,0,0,0,0,4650,32371
0,0,0,0,0,0,0,0,0,0,0.02,0.18,3435,32372
0,0,0,0,0,0,0,0,0,0,0,0,1880,32373
0,0,0,0.08,0,0,0,0.84,0,0,0,0,3230,32374
0,0,0.07,0,0,0.19,0,0,0,0.02,0,0.99,2840,32375
0,0,0,0,0,0,0,0,0,0,0,0,2775,32376
0,0,0.15,0.99,0,0.19,0,0,0.2,0,0,0,4150,32377
0,0,0,0.78,0,0,0,0,0,0,0.05,0,5530,32378
0,0,0,0.19,0,0,0,0,0,0,0,0.99,3410,32379
0,0,0,0.25,0,0,0.01,0.19,0,0,0.9,0.33,2970,32380
0,0,0,0.44,0,0,0,0,0,0,0,0,3635,32381
0,0,0,0.83,0,0,0,0,0,0,0,0.97,3870,32382
0,0,0,0.51,0,0,0,0,0,0,0,0,2320,32383
0.07,0,0,0.67,0.04,0.04,0,0,0.22,0,0,0,13070,32384
0,0,0,0.97,0,0.7,0,0,0.72,0.71,0,1,3660,32385
0,0,0,0.92,0,0,0,0,0,0,0.46,0.99,7410,32386
0,0,0,0.08,0,0,0,0,0,0,0.01,0,2590,32387
0,0,0,0.02,0,0,0,0,0,0,0.04,0,5600,32388
0,0,0,0,0,0,0.02,0,0,0,0.42,0.16,5475,32389
0,0,0,0,0,0,0,0,0,0,0,1,3850,32390
0,0,0,0.74,0,0,0,0.07,0,0,0,0,4430,32391
0,0,0,0,0,0,0,0,0,0.99,0,0.99,3300,32392
0,0,0,0.97,0,0,0,0,0,0,0,0,4340,32393
0,0,0.99,0.97,0.08,0.16,0,0,0.5,0.09,0,0,4440,32394
0,0,0,0,0,0,0,0,0,0,0.8,0.78,3300,32395
0,0,0,0.03,0,0,0,0,0,0,0,0,3020,32396
0,0,0,0.02,0,0,0,0,0,0,0,0,2710,32397
0,0,0,0.02,0,0,0,0,0,0,1,1,13060,32398
0,0,0,0,0,0,0,0,0,0,0,0,2290,32399
0,0,0,0.02,0,0,0,0,0,0,0,0,4100,32400
0.17,0,0,0,0,0,0,0,0,0,0,0,6970,32401
0,0,0,0.04,0,0,0.02,0,0,0,0.65,0.78,2140,32402
0,0,0,0,0,0,0,0,0,0,0,0.54,6010,32403
0,0,0,0.98,0,0,0,0,0,0,0,0,5520,32404
0,0,0.01,0.12,0,0.02,0.02,0,0.02,0.02,0.5,0,2500,32405
0.05,0,0.98,0.76,0.05,0.48,0,0.29,0.28,0.81,0,0,3550,32406
0,0,0.59,0.98,0.74,0.02,0,0.01,0.97,0.65,0,0,5120,32407
0,0,0,0,0,0,0,0,0,0,0.24,0,13550,32408
0,0,0,0,0,0,0,0,0,0,0,0,3080,32409
0,0,0,0.41,0,0,0,0,0,0,0,0,3260,32410
0,0,0.27,0.24,0,0.19,0.2,0.14,0.22,0.25,0.2,0.96,8039,32411
0,0,0,0,0,0,0,0,0,0,0.03,0.99,6060,32412
0,0,0.16,0.52,0,0.17,0,0,0.17,0,0,0,4170,32413
0,0,0,0,0,0,0,0,0,0,0,0,2890,32414
0.03,0,0,0.78,0,0,0.2,0,0,0,0.17,0.99,4120,32415
0,0,0,0.99,0.01,0.04,0,0.01,0.04,0,0,0,4050,32416
0,0,0,0.02,0,0,0,0,0,0,0,0,3170,32417
0,0,0,0,0,0,0,0,0,0,0,0,3150,32418
0,0,0,0.42,0,0,0,0,0,0,0.01,0.98,5950,32419
0,0,0,0,0,0,0,0,0,0,1,0,14380,32420
0,0,0,0.76,0,0,0,0,0,0,0,0.99,4870,32421
0,0,0,0.36,0,0,0,0,0,0,0,0,2290,32422
0,0,0,0.48,0.46,0.15,0.15,0,0.51,0.46,0.15,0.99,15160,32423
0,0,0,0,0,0,0,0,0,0,0,0.98,6550,32424
0,0,0,0,0,0,0,0,0,0,0,0,11320,32425
0,0,0,0,0,0,0,0,0,0,0,0.99,2900,32426
0,0,0,0.82,0,0,0.24,0.51,0,0,0.23,0.15,3350,32427
0,0,0,0.09,0,0,0,0,0,0,0,0,3320,32428
0,0,0,0.65,0,0,0,0,0,0,0,0,11270,32429
0,0,0,0.84,0,0,0.01,0,0,0,0.01,0.79,4860,32430
0,0,0,0.04,0,0,0,0,0,0,0.03,0,6360,32431
0,0,0.99,0.89,0,0,0,0,0.92,0.02,0,0,4460,32432
0,0,0,0.44,0,0,0,0,0,0,0,0,4400,32433
0,0,0,0,0,0,0,0,0,0,0.91,0.67,3020,32434
0,0,0.03,0.15,0.14,0,0,0,0.25,0.27,0,0,2270,32435
0.77,0,1,0.78,0,0,0,0,0,0,0,0,4030,32436
0,0,0,0,0,0,0,0,0,0.21,0,0,3165,32437
0,0,0.01,0.14,0.01,0.02,0.02,0,0.05,0.01,0.98,0.32,10600,32438
0,0.92,1,0.99,0,0.52,0,0,0.54,0,0,0,3700,32439
0.98,0,0.17,0.35,0.11,0.21,0.04,0.08,0.68,0,0.04,0,4810,32440
0,0,0,0.01,0,0,0,0,0,0,0,0,2810,32441
0,0,0,0,0,0,0.01,0,0,0,0,0.99,6225,32442
0,0,0,0.02,0,0,0,0,0,0.03,0,0,2490,32443
0,0,0,0.73,0,0,0,0,0,0,0,0,2590,32444
0,0,0,0.4,0,0,0.04,0.02,0,0,0.31,0,2800,32445
0,0,0,0,0,0.03,0,0,0,0,0,0.98,3330,32446
0,0,0,0.56,0,0,0,0,0,0,0.81,0,2365,32447
0,0,0.06,0.98,0,0,0,0,0.05,0.05,0,0,3410,32448
0,0,0,0.78,0,0,0,0,0,0,0,0,3640,32449
0,0,0,0.04,0,0,0,0,0,0,0,0,4090,32450
0,0.01,0.05,0.39,0,0.1,0.02,0.56,0.1,0.06,0.02,0.98,4130,32451
0,0,0,0,0,0,0,0,0.01,0,0.76,0,12840,32452
0.13,0,0,0,0,0,0,0,0,0,0.04,0.04,11175,32453
0,0,0,0,0,0,0,0,0,0,0,0,4535,32454
0,0,0,0.29,0,0,0.01,0.09,0,0,0.04,1,5790,32455
0,0,0.98,0.54,0,0.61,0.1,0.33,0.64,0.99,0,0,5080,32456
0,0,0,0,0,0,0,0,0,0,0.37,0,4500,32457
0.08,0.6,0.19,0.97,0.96,0.94,0.38,0.65,0.97,0.92,0.37,0.98,4750,32458
0,0,0,0.15,0,0.07,0.03,0,0.07,0,0.03,0,3340,32459
0.88,0,0,0.98,0,0,0,0,0,0,0,0.19,3180,32460
0,0,0,0,0,0,0,0,0,0,0,1,2820,32461
0,0,0,0.46,0,0,0.01,0,0,0,0.01,0,2410,32462
0,0,0.99,0.86,0,0.01,0.01,0,0,0,0.01,0.99,9890,32463
0,0,0,0.31,0,0,0,0,0,0,0,0,1915,32464
0,0,0,0.01,0,0,0,0,0,0,0.55,0,5810,32465
0,0,0,0,0,0,0,0,0,0,0,1,2340,32466
0,0,0.98,0.53,0,0,0,0,0,0,0,0,6450,32467
0,0,0.03,0,0,0.02,0.01,0,0,0,0.01,0,2390,32468
0.1,0.01,0.98,0.98,0,0.16,0,0,0.21,0,0.66,0.98,11275,32469
0,0.01,0.04,0.66,0,0.49,0.02,0,0,0.03,0,1,2770,32470
0,0,0,0.55,0,0,0,0,0,0,0,0,2280,32471
0,0,0,0.29,0,0,0,0,0,0,0,0.99,4500,32472
0,0,0,0.59,0,0,0,0,0,0,0,0,3155,32473
0,0,0,0,0,0,0,0,0.13,0.12,0,0,3050,32474
0,0,0.32,0,0,0,0,0,0,0,0,1,3625,32475
0,0,0,0,0,0,0,0,0,0,0,0,3070,32476
0,0,0,0,0,0,0,0,0,0,0,0,2250,32477
0,0,0,0.06,0,0,0.37,0,0,0,0.45,0.1,11870,32478
0,0,0,0.01,0,0,0,0,0,0,0,0.16,12410,32479
0,0,0,0,0,0,0,0,0,0,0,0,3330,32480
0,0,0.56,0.51,0,0,0.01,0,0,0,0,0,17130,32481
0,0,0,0.19,0,0,0,0,0,0,0,0.99,2620,32482
0,0,0,0.61,0,0,0,0,0,0,0,0,5390,32483
0.68,0,0,0.01,0,0.01,0,0,0.01,0.01,0.77,0,2560,32484
0,0,0,0,0,0,0,0,0,0,0,0,3050,32485
0,0,0,0.48,0,0,0,0,0,0,0,0.99,3910,32486
0,0,0,0.93,0,0,0,0,0,0,0,0,4225,32487
0,0,0,0,0,0,0,0,0,0,0,0,2580,32488
0,0,0,0,0,0,0,0,0,0,0,0.02,3340,32489
0,0,0,0.78,0,0,0,0,0,0,0,1,2570,32490
0,0,0,0,0,0,0,0,0,0,0,0.98,3430,32491
0,0,0,0,0,0,0,0,0,0,0,0,3475,32492
0,0,0,0.02,0,0,0,0,0,0,0,0.95,3160,32493
0,0,0,0,0,0,0,0,0,0,0,0,3e3,32494
0,0,0,0.82,0,0,0,0,0,0,0,0,3300,32495
0,0,0,0.55,0,0,0,0,0,0,0,0,1890,32496
0,0,0.08,0.13,0.06,0.1,0.14,0.02,0.1,0,0.99,0.99,2240,32497
0,0,0,0.28,0,0,0,0,0,0,0,0,2900,32498
0,0,0,0,0,0,0,0,0,0,0,0,2250,32499
0,0,0,0.87,0,0,0,0,0,0,0,0.99,7370,32500
0,0,0,0.06,0,0,0,0,0,0,0,0.99,3810,32501
0,0,0,0,0,0,0,0,0,0,0,0,3080,32502
0,0,0,0,0,0,0,0,0,0,0,0.56,3670,32503
0,0,0,0.92,0,0,0,0,0,0,0,0,3070,32504
0,0.31,0,0.96,0,0,0.49,0,0,0,0.81,0.98,2980,32505
0,0,0,0,0,0,0,0,0,0,0,0,3160,32506
0,0,0,0.86,0,0.89,0,1,0,0,0,1,3750,32507
0,0,0,0.03,0.02,0.02,0.03,0,0.02,0,0.18,0.99,2620,32508
0.41,0,0,0.99,0,0.27,0.27,0.59,0,0,0.18,0.15,4970,32509
0,0,0.98,0.94,0,0.02,0,0,0.02,0,0,0.99,9910,32510
0,0,0,1,0,0,0,0,0,0,0,0,4480,32511
0,0,0,0.84,0,0,0,0,0,0,0,0,2280,32512
0,0,0,0.56,0,0,0,0,0,0,0.02,1,6390,32513
0,0,0,0.01,0,0,0,0,0,0,0,0,2910,32514
0,0,0,0.91,0,0,0,0,0,0,0,0.99,3980,32515
0,0,0,0.01,0,0,0,0,0,0,0,0,3070,32516
0.59,0,0,0.57,0,0.01,0,0,0.01,0,0,0,3745,32517
0.73,0,0,0.21,0,0,0,0,0,0,0,0,10980,32518
0,0,0,0.18,0,0,0,0,0,0,0,0.03,2630,32519
0,0,0,0.78,0,0,0,0,0,0,0.69,0,14170,32520
0,0,1,0.22,0.03,0,0,0,0.17,0.03,0,0,4059,32521
0,0,0,0.93,0,0.1,0,0,0,0.06,0,0,5110,32522
0,0,0,0.75,0,0.06,0.06,0.5,0,0,0.99,0.98,3820,32523
0,0,0.06,0.51,0.49,0.01,0.01,0,0.53,0.48,0.01,0,2320,32524
0,0,0,0,0,0,0,0,0,0,0.79,0.14,13010,32525
0,0,0,0,0,0,0,0,0,0,0.42,0.99,6470,32526
0,0,0,0.65,0,0,0,0,0,0,0,0,3160,32527
0,0,0,0.63,0,0,0,0,0,0,0.12,0.92,5280,32528
0,0,0,0,0,0,0,0,0,0,0,0,3010,32529
0,0,0,0.11,0,0,0,0.2,0,0,0,0,3230,32530
0,0,0,0.65,0,0,0,0,0,0,0.33,0,2810,32531
0,0,0,0,0,0,0,0,0,0,0,0,2310,32532
0,0,0,0,0,0,0.01,0,0,0,0.08,0.98,12660,32533
0,0,0,0.07,0,0.02,0,0.02,0,0,0,0,3070,32534
0,0,0,0,0,0,0,0,0,0,0,0.95,2450,32535
0,0,0,0.47,0,0,0,0,0,0,0,0,14510,32536
0,0,0,0.06,0,0,0,0,0,0,0.84,1,2560,32537
0,0,0,0.2,0,0,0,0,0,0,0,0,2820,32538
0,0,0,0.44,0,0,0,0,0,0,0,1,1920,32539
0,0,0,0.05,0,0,0,0,0,0,0,0,3905,32540
0,0,0,1,0,0,0,0,0,0,0,0,2320,32541
0,0,0,1,0,0,0,0,0,0,0,0,4560,32542
0.09,0,0,0.15,0,0.07,0.23,0,0.07,0.07,0.9,0.89,3740,32543
0,0,0,0.12,0,0.13,0.14,0,0,0,0.97,0.98,7220,32544
0,0,0,0.55,0,0,0,0,0,0,0,0,2260,32545
0.06,0,0.92,0.26,0.2,0.46,0.43,0,0.92,0.98,0.43,0.99,3150,32546
0,0,0,0.3,0,0,0,0.1,0,0,0,0,4350,32547
0,0,0.3,0.33,0,0.31,0.36,0,0.3,0,0.99,0.99,13335,32548
0,0.58,0.66,0.73,0,0.25,0.1,0.25,0.03,0,0.05,0.02,3740,32549
0,0,0,0.01,0,0,0,0,0,0,0,0,4780,32550
0.02,0.02,0.79,0.02,0,0.9,0.03,0.47,0.82,0,1,0.99,3890,32551
0,0.03,0,0.41,0,0.01,0.44,0.04,0.01,0,0.48,0.99,4070,32552
0,0,0,0,0,0,0,0,0,0,0,0,2750,32553
0,0,0,0,0,0,0,0,0,0,0,0.58,3130,32554
0,0,0,0,0,0,0,0.26,0,0,0,0.01,3940,32555
0,0,0,0.48,0,0,0,0,0,0,0,0,5100,32556
0.03,0,0,0.89,0,0,0,0,0,0,0,0,2920,32557
0,0,0,0.2,0,0,0,0,0,0,0.97,0,11460,32558
0,0,0,0.34,0,0,0,0,0,0,0,1,2915,32559
0,0,0,0.09,0,0,0,0,0,0,0,0,3840,32560
0,0,0,0,0,0,0,0,0,0,0.39,0,3245,32561
0,0,0,0.7,0,0,0,0,0,0,0,0.87,5130,32562
0,0,1,0.57,0,0,0,0,0,0.01,0,0,19880,32563
0,0,0,0,0,0,0,0,0,0,0,0,2310,32564
0,0,0,0.25,0,0,0,0,0,0,0,0,2970,32565
0,0,0,0,0,0,0,0,0,0,0.02,0.99,3950,32566
0,0.02,0.45,0.97,0.93,0.36,0.35,0,0.96,0.54,0.36,0.01,3890,32567
0,0,0,0,0,0,0,0,0,0,0,0,3460,32568
0,0,0,0.61,0,0,0,0,0,0,0,0,3200,32569
0,0,0,0.13,0,0,0,0,0,0,0,0,2310,32570
0,0,0,0.66,0,0,0,0,0,0,0,0,2090,32571
0.74,0,0,0.08,0,0.01,0.02,0,0,0,0.01,0.01,3710,32572
0,0,0,0.72,0,0,0,0,0,0,0,0,6900,32573
0,0,0,0.02,0,0,0.02,0,0,0,0.56,0,3360,32574
0.02,0,0,0.02,0,0,0.03,0,0,0,0.51,1,4480,32575
0,0,0,0,0,0,0.02,0,0,0,0,1,3530,32576
0,0,0,0.44,0,0,0,0,0,0,0,0,2805,32577
0,0,0,0.79,0,0,0.4,0.16,0,0,0,0.99,3800,32578
0,0,0,0.33,0,0,0,0,0,0,0.4,0.41,5120,32579
0,0,0,0,0,0,0,0,0,0,0.99,1,3650,32580
0,0,0,0.89,0,0,0,0.01,0,0,0,0.97,3270,32581
0.99,0,0,0.01,0,0.01,0.01,0,0,0,0.01,0.01,12600,32582
0,0,0,0,0,0,0,0,0,0,0,0.99,3480,32583
0,0,1,0.76,0.12,0.06,0.06,0,0.73,0.21,0.02,0.01,5510,32584
0,0,0,0,0,0,0.2,0,0,0,0.3,0.99,6360,32585
0,0,0,0.02,0,0,0,0,0,0,0,0,2820,32586
0,0,0.61,0.01,0.01,0.02,0.02,0,0.28,0.27,0.01,0.01,9390,32587
0,0,0,0.78,0,0,0,0,0,0,0.25,0,6820,32588
0,0,0,0,0,0,0,0,0,0,0,0.32,3280,32589
0,0,0,0.05,0,0,0,0,0,0,0,0,3190,32590
0,0,0,0.63,0,0,0,0,0,0,0,0,2900,32591
0,0,0,0,0,0,0,0,0,0,0,0,2740,32592
0,0,0,0.42,0,0,0,0.42,0,0,0,0,3680,32593
0,0,0,0.28,0.01,0.33,0.36,0.23,0.03,0,0.86,0,3130,32594
0,0,0,0.01,0,0,0,0,0,0,0.2,0.99,5520,32595
0,0,0,0.03,0,0,0,0,0,0,0.02,0.99,5800,32596
0,0,0,0,0,0,0,0,0,0,0.36,0.99,11900,32597
0,0,0,0.44,0,0,0,0.02,0,0,0.88,1,5250,32598
0,0,0.44,0.03,0,0.02,0.02,0,0.02,0,1,0.48,8430,32599
0,0,0,0.23,0,0,0.01,0,0,0,0.06,0.31,2320,32600
0,0,0,0,0,0,0,0,0,0,0,0,3600,32601
0,0,0,0.68,0,0,0,0,0,0,0,1,2730,32602
0.02,0,0,0.14,0,0,0,0.12,0.02,0,0,0,4059,32603
0,0,0,0.01,0,0,0,0,0,0,0,0.99,2370,32604
0,0,0,0.01,0,0,0,0,0,0,0,0,2480,32605
0,0,0,0,0,0,0,0,0,0,0,0.77,4150,32606
0.03,0,0.03,0.2,0.04,0.04,0.01,0,0.05,0,0.01,1,4170,32607
0.28,0,0,0.02,0,0,0,0,0,0,0,0,3710,32608
0.87,0,0,0.86,0,0.01,0,0,0.01,0,0,0,4070,32609
0,0,0,0.02,0,0,0,0,0,0,0,0.97,2660,32610
0,0,0,0.01,0,0,0,0,0,0,0,0,2990,32611
0,0,0.98,0.62,0,0,0,0,0.48,0,0,0,4530,32612
0.01,0.1,0.5,0.94,0.58,0.32,0,0.02,0.6,0,0.07,0.96,5480,32613
0,0,0,0,0,0,0,0,0,0,0,0.99,4660,32614
0,0,0,0.09,0,0,0,0,0,0,0,0,1890,32615
0,0,0,0.06,0,0,0,0,0,0,0.99,0,4270,32616
0,0,0,0.42,0,0,0,0,0,0,0,0,3890,32617
0,0,0,0.02,0,0,0,0.37,0,0,0,0,3835,32618
0,0,0,0.84,0,0,0,0,0,0,0,0,2260,32619
0,0,0,0.96,0,0.15,0.15,0,0,0,0.15,1,3740,32620
0,0,0,0.91,0,0,0,0,0,0,0,0.98,3940,32621
0,0,0,0.1,0,0,0,0,0,0,1,0.99,10870,32622
0,0,0.25,0.99,0.03,0.26,0,0,0.26,0.26,0,0,4980,32623
0,0,0,0.01,0,0,0,0,0,0,0.99,0.77,2640,32624
0,0,0,0.76,0,0,0,0,0,0,0,0,1930,32625
0.15,0,0,0.01,0,0,0,0,0,0,0,0,11980,32626
0,0,0,0.81,0,0,0,0,0,0,0,0,3140,32627
0,0,0,0.91,0,0,0,0,0,0,0,0.97,3610,32628
0,0,0,0.01,0,0,0,0,0,0,0,1,2770,32629
0,0,0.91,0.5,0,0.07,0,0,0.96,0.98,0,0,4390,32630
0,0,0,0,0,0,0,0,0,0,0,0,2310,32631
0,0,0,0,0,0,0,0,0,0,0,0.95,2820,32632
0,0.36,0,0.56,0,0,0,0,0,0,0,0.99,3670,32633
0,0,0,0.95,0,0,0,0,0,0,0,0,7020,32634
0,0,0,0.72,0,0,0,0,0,0,0,0,2630,32635
0,0,0,0.19,0,0,0.06,0,0,0,0.06,0.98,3250,32636
0,0,0,0,0,0,0,0,0,0,0,0,2280,32637
0,0,0,0.15,0,0,0,0,0,0,0,0,2350,32638
0,0,0,0.07,0,0,0,0,0,0,0,0.99,2410,32639
0,0,0,0.11,0,0,0,0,0,0,0,0,2250,32640
0,0,1,0.12,0,0,0,0,0,0,0,0,7730,32641
0,0,0.03,0.04,0.02,0.03,0.04,0,0.1,0.03,0.11,0.1,7840,32642
0,0,0,0,0,0.32,0.3,0,0.33,0,0.3,0.99,11320,32643
0,0,0,0,0,0,0,0,0,0,0,0,5520,32644
0,0,0,0.31,0,0,0,0,0,0,0.45,0,10360,32645
0.02,0,0,0,0,0,0,0,0.02,0,0,0,2760,32646
0,0,0,0.77,0,0,0,0,0,0,0.78,0,10225,32647
0,0,0,0,0,0,0,0,0,0,0,0.99,5570,32648
0,0,0,0.98,0,0,0,0,0,0,0.93,0,2900,32649
0,0,0.59,0.02,0,0.41,0,0.28,0.45,0,0.01,0,15130,32650
0,0.56,0,0.82,0,0,0,0,0,0,0,0,3510,32651
0,0,0,0.08,0,0,0,0,0,0,0.18,0.16,3040,32652
0,0,0,0,0,0,0,0,0.01,0.01,0,0,3e3,32653
0,0,0,0.95,0,0,0,0,0,0,0,0,4240,32654
0,0,0,0,0,0,0,0,0,0,0,0.99,12010,32655
0,0.01,0.05,0.97,0,0.05,0.28,0,0.05,0.05,0.27,0.13,2290,32656
0,0,0,0,0,0.01,0,0,0,0.01,0,0,4790,32657
0,0,0,0.06,0,0,0,0,0,0,0,0,2845,32658
0,0,0,0,0,0,0,0,0,0,0,0,5580,32659
0,0,0,0.09,0,0,0,0,0,0,0,0,2200,32660
0,0,0.88,0.61,0,0,0,0,0.34,0,0,0.98,19150,32661
0.03,0,0,0,0,0,0.04,0,0,0,0.05,0,6310,32662
0,0,0,1,0.2,0.27,0.19,0,0.21,0,0.11,0,3720,32663
0,0,0,0,0,0,0,0,0,0,0,0,3020,32664
0,0,1,0.37,0,0,0.38,0,0.03,0.03,0.1,0.19,17140,32665
0,0,0,0.07,0,0,0,0,0,0,0,0.99,4540,32666
0,0,0,0.22,0,0,0,0,0,0,0,0,2850,32667
0.09,0,0.01,0.98,0,0.01,0.01,0,0.01,0.01,0.54,0.5,6460,32668
0,0.01,0,0.95,0,0,0,0,0,0,0,0,3480,32669
0,0,0.92,0.4,0.34,0,0,0,0.48,0.28,0,0.98,4050,32670
0,0,0.98,0.77,0,0.79,0,0,0.93,0.95,0,0,3380,32671
0,0,0,0.14,0,0,0,0,0,0,0,0,3620,32672
0,0,0,0.86,0,0,0,0,0,0,0,0,13490,32673
0,0,0.88,0.66,0,0.94,0.01,0,0,0,0.04,0.47,2875,32674
0.03,0,0.02,0.84,0,0.03,0.06,0,0.03,0.03,0.05,0.99,6820,32675
0,0,0.02,0.39,0,0.01,0.02,0.01,0.09,0.1,0.03,0.02,3300,32676
0,0,0,0.43,0,0,0,0,0,0,0,0.99,3770,32677
0,0,0.25,0.43,0.55,0.29,0.31,0,0.59,0.56,0.49,0.93,4130,32678
0,0,0,0.01,0,0,0,0,0,0,1,1,5800,32679
0,0,0.01,0.88,0.14,0.01,0,0,0.14,0.01,0.01,0.01,10930,32680
